player,sum_salary,today,year
Bismack Biyombo,2798040,3894499,2011
Al-Farouq Aminu,2755560,3835372,2011
Eduardo Najera,2750000,3827634,2011
Marreese Speights,2721255,3787624,2011
Dahntay Jones,2700000,3758040,2011
Antonio McDyess,2640000,3674528,2011
DeMar DeRozan,2625000,3653650,2011
Roy Hibbert,2588590,3602972,2011
Brandon Knight,2563320,3567800,2011
Ersan Ilyasova,2541000,3536734,2011
Gordon Hayward,2532960,3525543,2011
Aaron Gray,2500000,3479667,2011
Jason Smith,2500000,3479667,2011
Kenyon Martin,2500000,3479667,2011
Reggie Williams,2500000,3479667,2011
DeShawn Stevenson,2500000,3479667,2011
Brandon Jennings,2493720,3470926,2011
Ryan Hollins,2483333,3456469,2011
JaVale McGee,2462400,3427333,2011
Quentin Richardson,2446600,3405341,2011
Paul George,2406240,3349166,2011
Louis Amundson,2403000,3344656,2011
JR Smith,2382353,3315918,2011
Terrence Williams,2369040,3297388,2011
Kemba Walker,2356320,3279684,2011
JJ Hickson,2354537,3277202,2011
Cole Aldrich,2286000,3181807,2011
Gerald Henderson,2250600,3132535,2011
Anthony Parker,2250000,3131700,2011
Ben Wallace,2246400,3126689,2011
Keyon Dooling,2246400,3126689,2011
Ryan Anderson,2244601,3124186,2011
Jimmer Fredette,2238360,3115499,2011
Courtney Lee,2225093,3097033,2011
Kosta Koufos,2203792,3067385,2011
Rudy Fernandez,2180443,3034886,2011
Xavier Henry,2171640,3022634,2011
Nicolas Batum,2155365,2999981,2011
Josh Howard,2150000,2992514,2011
Tyler Hansbrough,2138040,2975867,2011
Klay Thompson,2126520,2959832,2011
Goran Dragic,2108000,2934055,2011
George Hill,2086360,2903935,2011
Ed Davis,2063040,2871477,2011
Anthony Tolliver,2050000,2853327,2011
Darrell Arthur,2027119,2821480,2011
Alec Burks,2020200,2811849,2011
Donte Greene,2015896,2805859,2011
DJ White,2001167,2785358,2011
Earl Watson,2000000,2783733,2011
Dante Cunningham,2000000,2783733,2011
Patrick Patterson,1959960,2728003,2011
Austin Daye,1929600,2685746,2011
Markieff Morris,1919160,2671215,2011
Matt Barnes,1906200,2653176,2011
Larry Sanders,1861920,2591544,2011
Omer Asik,1857500,2585392,2011
James Johnson,1833120,2551459,2011
Marcus Morris,1823280,2537763,2011
Luke Babbitt,1768800,2461934,2011
Jrue Holiday,1741440,2423852,2011
Kawhi Leonard,1731960,2410657,2011
Kevin Seraphin,1680360,2338837,2011
Renaldo Balkman,1675000,2331377,2011
Ty Lawson,1654440,2302760,2011
Nikola Vucevic,1645400,2290177,2011
Eric Bledsoe,1596360,2221920,2011
Jeff Teague,1579920,2199038,2011
Gustavo Ayon,1567500,2181751,2011
Iman Shumpert,1563120,2175655,2011
Avery Bradley,1524480,2121873,2011
Eric Maynor,1516680,2111016,2011
Gary Forbes,1500000,2087800,2011
Greg Oden,1500000,2087800,2011
Sebastian Telfair,1500000,2087800,2011
James Jones,1500000,2087800,2011
Jeff Ayres,1500000,2087800,2011
Chris Singleton,1485000,2066922,2011
James Anderson,1463520,2037025,2011
Darren Collison,1455960,2026502,2011
Tobias Harris,1418160,1973890,2011
Craig Brackins,1404960,1955517,2011
Anthony Carter,1352181,1882056,2011
Jamaal Magloire,1352181,1882056,2011
Kurt Thomas,1352181,1882056,2011
Tony Battie,1352181,1882056,2011
Mike Bibby,1352181,1882056,2011
Eddie House,1352181,1882056,2011
Juwan Howard,1352181,1882056,2011
Troy Murphy,1352181,1882056,2011
Brian Cardinal,1352181,1882056,2011
Brian Scalabrine,1352181,1882056,2011
Vladimir Radmanovic,1352181,1882056,2011
Tracy McGrady,1352181,1882056,2011
Jason Collins,1352181,1882056,2011
Jerry Stackhouse,1352181,1882056,2011
Elliot Williams,1348800,1877350,2011
Omri Casspi,1341960,1867829,2011
Michael Redd,1308506,1821266,2011
Nolan Smith,1306920,1819058,2011
Hamed Haddadi,1300000,1809427,2011
Trevor Booker,1294920,1802356,2011
Serge Ibaka,1288200,1793003,2011
BJ Mullens,1288200,1793003,2011
Kenneth Faried,1254720,1746403,2011
Damion James,1243080,1730202,2011
Rodrigue Beaubois,1236720,1721349,2011
Jamaal Tinsley,1229255,1710959,2011
Rasual Butler,1229255,1710959,2011
Jared Jeffries,1229255,1710959,2011
Eddy Curry,1229255,1710959,2011
Reggie Evans,1229255,1710959,2011
Maurice Evans,1223166,1702484,2011
Jason Kapono,1223166,1702484,2011
Brian Cook,1223166,1702484,2011
Aleksandar Pavlovic,1223166,1702484,2011
Marquis Daniels,1223166,1702484,2011
Willie Green,1223166,1702484,2011
Jannero Pargo,1223166,1702484,2011
Royal Ivey,1200000,1670240,2011
Taj Gibson,1195680,1664227,2011
Dominique Jones,1193280,1660887,2011
Earl Clark,1160000,1614565,2011
Reggie Jackson,1156320,1609443,2011
Wayne Ellington,1154040,1606270,2011
Quincy Pondexter,1153800,1605936,2011
Roger Mason,1146337,1595548,2011
TJ Ford,1146337,1595548,2011
Damien Wilkins,1146337,1595548,2011
Delonte West,1146337,1595548,2011
Toney Douglas,1145640,1594578,2011
Joel Przybilla,1145027,1593725,2011
Jordan Crawford,1120440,1559503,2011
Greivis Vasquez,1113600,1549983,2011
MarShon Brooks,1110120,1545139,2011
Daniel Orton,1105560,1538792,2011
Lazar Hayward,1097520,1527601,2011
Christian Eyenga,1097520,1527601,2011
Jordan Hamilton,1073286,1493871,2011
Ronnie Price,1069509,1488614,2011
JaJuan Johnson,1042320,1450770,2011
Norris Cole,1035960,1441918,2011
Cory Joseph,1028400,1431396,2011
Jimmy Butler,1020960,1421040,2011
Jon Brockman,1000000,1391866,2011
Jeremy Pargo,1000000,1391866,2011
Craig Smith,992680,1381678,2011
Von Wafer,992680,1381678,2011
Steve Novak,992680,1381678,2011
Shelden Williams,992680,1381678,2011
DeJuan Blair,986000,1372380,2011
Sam Young,947800,1319211,2011
Dominic McGuire,915852,1274744,2011
Brandan Wright,915852,1274744,2011
Ian Mahinmi,915852,1274744,2011
John Lucas,915852,1274744,2011
Henry Walker,885120,1231969,2011
Sean Williams,885120,1231969,2011
Danny Green,854389,1189195,2011
Jodie Meeks,854389,1189195,2011
AJ Price,854389,1189195,2011
Chase Budinger,854389,1189195,2011
Alonzo Gee,854389,1189195,2011
Derrick Brown,854389,1189195,2011
Sundiata Gaines,854389,1189195,2011
Erick Dampier,850522,1183813,2011
Chandler Parsons,850000,1183086,2011
Keith Bogans,848266,1180673,2011
DeMarre Carroll,833713,1160417,2011
Solomon Alabi,830000,1155249,2011
Yi Jianlian,827197,1151348,2011
Lance Stephenson,810000,1127412,2011
Andy Rautins,788872,1098004,2011
Tyler Honeycutt,775000,1078696,2011
Jeremy Evans,762195,1060874,2011
Gary Neal,762195,1060874,2011
Hassan Whiteside,762195,1060874,2011
Armon Johnson,762195,1060874,2011
Chris Johnson,762195,1060874,2011
Jeremy Lin,762195,1060874,2011
Landry Fields,762195,1060874,2011
Dexter Pittman,762195,1060874,2011
Devin Ebanks,762195,1060874,2011
Luke Harangody,762195,1060874,2011
Samardo Samuels,762195,1060874,2011
Semih Erden,762195,1060874,2011
Greg Stiemsma,762195,1060874,2011
Jeremy Tyler,650000,904713,2011
Ishmael Smith,639254,889756,2011
Bobby Simmons,594836,827932,2011
Josh Selby,550000,765526,2011
Gerald Green,516999,719593,2011
Malcolm Lee,500000,695933,2011
Ryan Reid,475000,661136,2011
Shelvin Mack,473604,659193,2011
Isaiah Thomas,473604,659193,2011
Lavoy Allen,473604,659193,2011
DeAndre Liggins,473604,659193,2011
Justin Harper,473604,659193,2011
Jerome Jordan,473604,659193,2011
Josh Harrellson,473604,659193,2011
Jon Leuer,473604,659193,2011
Terrel Harris,473604,659193,2011
Andrew Goudelock,473604,659193,2011
Darius Morris,473604,659193,2011
Trey Thompkins,473604,659193,2011
Travis Leslie,473604,659193,2011
Chris Wright,473604,659193,2011
Charles Jenkins,473604,659193,2011
Vernon Macklin,473604,659193,2011
Julyan Stone,473604,659193,2011
Cory Higgins,473604,659193,2011
Jordan Williams,473604,659193,2011
E'Twaun Moore,473604,659193,2011
Ivan Johnson,473604,659193,2011
Solomon Jones,440353,612912,2011
Larry Hughes,414443,576849,2011
Walker Russell,374289,520960,2011
Lance Thomas,328444,457150,2011
Josh Davis,314041,437103,2011
Francisco Elson,305792,425621,2011
DaJuan Summers,303137,421926,2011
Greg Smith,301733,419972,2011
Mike James,277566,386334,2011
Hamady N'Diaye,270427,376398,2011
Derrick Caracter,270427,376398,2011
Jeff Adrien,270427,376398,2011
Mickell Gladness,248263,345549,2011
Darington Hobson,245884,342237,2011
Jeff Foote,225341,313644,2011
Donald Sloan,198629,276464,2011
Earl Barron,185588,258313,2011
Carldell Johnson,168035,233882,2011
Mychel Thompson,168035,233882,2011
Manny Harris,122942,171118,2011
Malcolm Thomas,103104,143507,2011
Dennis Horner,91642,127553,2011
Larry Owens,86052,119772,2011
Brian Skinner,65446,91092,2011
Ike Diogu,64028,89118,2011
Ben Uzoh,61433,85506,2011
Andre Emmett,61433,85506,2011
Garret Siler,51097,71120,2011
Courtney Fortson,42009,58470,2011
Kobe Bryant,27849000,38127661,2012
Brandon Roy,21459805,29380306,2012
Dirk Nowitzki,20907128,28623645,2012
Gilbert Arenas,20807922,28487824,2012
Amare Stoudemire,19948799,27311611,2012
Joe Johnson,19752645,27043059,2012
Carmelo Anthony,19450000,26628712,2012
Dwight Howard,19261200,26370229,2012
Pau Gasol,19000000,26012624,2012
Elton Brand,18160354,24863076,2012
Chris Paul,17779457,24341596,2012
Kevin Durant,17548838,24025859,2012
Chris Bosh,17545000,24020604,2012
LeBron James,17545000,24020604,2012
Deron Williams,17177795,23517869,2012
Dwyane Wade,17024000,23307311,2012
Paul Pierce,16790345,22987417,2012
Zach Randolph,16500000,22589910,2012
Andrew Bynum,16473002,22552948,2012
Rudy Gay,16460532,22535875,2012
Derrick Rose,16402500,22456424,2012
Rashard Lewis,15052181,20607722,2012
Al Jefferson,15000000,20536282,2012
Carlos Boozer,15000000,20536282,2012
Baron Davis,14850000,20330919,2012
Andre Iguodala,14718250,20150542,2012
Manu Ginobili,14107492,19314362,2012
Marc Gasol,13891359,19018458,2012
Russell Westbrook,13668750,18713687,2012
Eric Gordon,13668750,18713687,2012
Kevin Love,13668750,18713687,2012
Roy Hibbert,13668750,18713687,2012
Brook Lopez,13668000,18712660,2012
Tyson Chandler,13604188,18625296,2012
Emeka Okafor,13543250,18541867,2012
Luol Deng,13326700,18245391,2012
Josh Smith,13200000,18071928,2012
Andrew Bogut,13150000,18003474,2012
Danny Granger,13058606,17878347,2012
Nenê,13000000,17798111,2012
LaMarcus Aldridge,13000000,17798111,2012
Kevin Martin,12939675,17715521,2012
David Lee,12744000,17447625,2012
Tony Parker,12500000,17113568,2012
Kevin Garnett,12467532,17069117,2012
Ben Gordon,12400000,16976660,2012
Kris Humphries,12000000,16429025,2012
Al Horford,12000000,16429025,2012
Nicolas Batum,11950000,16360571,2012
Hidayet Turkoglu,11815850,16176908,2012
Joakim Noah,11050000,15128394,2012
Jose Calderon,11046591,15123727,2012
Monta Ellis,11000000,15059940,2012
Rajon Rondo,11000000,15059940,2012
Corey Maggette,10924138,14956078,2012
DeAndre Jordan,10532977,14420545,2012
Richard Hamilton,10500000,14375397,2012
Richard Jefferson,10164000,13915384,2012
Stephen Jackson,10060000,13773000,2012
Andrea Bargnani,10000000,13690854,2012
David West,10000000,13690854,2012
JaVale McGee,10000000,13690854,2012
Andrei Kirilenko,9779349,13388764,2012
Gerald Wallace,9682435,13256081,2012
Tim Duncan,9638554,13196004,2012
Danilo Gallinari,9439000,12922797,2012
Andris Biedrins,9000000,12321769,2012
Steve Nash,8900000,12184860,2012
Ryan Anderson,8700000,11911043,2012
Shawn Marion,8646364,11837611,2012
Jameer Nelson,8600000,11774135,2012
Maurice Williams,8500000,11637226,2012
Rodney Stuckey,8500000,11637226,2012
Devin Harris,8500000,11637226,2012
Anderson Varejao,8400000,11500318,2012
Brendan Haywood,8349000,11430493,2012
Marvin Williams,8287500,11346295,2012
Lamar Odom,8200000,11226501,2012
Jeff Green,8100000,11089592,2012
John Salmons,8080000,11062210,2012
Charlie Villanueva,8060000,11034829,2012
Thaddeus Young,8039130,11006256,2012
Caron Butler,8000000,10952683,2012
George Hill,8000000,10952683,2012
Chris Kaman,8000000,10952683,2012
Tyrus Thomas,8000000,10952683,2012
Andray Blatche,7972891,10915568,2012
Ersan Ilyasova,7900000,10815775,2012
Beno Udrih,7810000,10692557,2012
Kendrick Perkins,7800531,10679593,2012
Marcus Thornton,7632500,10449544,2012
Arron Afflalo,7562500,10353709,2012
Goran Dragic,7500000,10268141,2012
DeSagana Diop,7372200,10093172,2012
Trevor Ariza,7258960,9938136,2012
Marcin Gortat,7258960,9938136,2012
Metta World Peace,7258960,9938136,2012
Blake Griffin,7226891,9894231,2012
Paul Millsap,7200000,9857415,2012
Mike Conley,7180000,9830033,2012
Travis Outlaw,7000000,9583597,2012
Josh Childress,6890056,9433075,2012
Tayshaun Prince,6764045,9260555,2012
Samuel Dalembert,6700000,9172872,2012
Al Harrington,6687400,9155622,2012
Drew Gooden,6680000,9145491,2012
Wesley Matthews,6505320,8906339,2012
Spencer Hawes,6500000,8899055,2012
Brandon Bass,6500000,8899055,2012
Darko Milicic,6457255,8840533,2012
Glen Davis,6400000,8762147,2012
Francisco Garcia,6100000,8351421,2012
Luke Walton,6091363,8339596,2012
Amir Johnson,6000000,8214512,2012
Channing Frye,6000000,8214512,2012
Nick Young,6000000,8214512,2012
JJ Redick,6000000,8214512,2012
Wilson Chandler,5930415,8119245,2012
John Wall,5915880,8099345,2012
James Harden,5820416,7968647,2012
Mike Miller,5800000,7940695,2012
Jason Richardson,5799625,7940182,2012
Kyle Lowry,5750000,7872241,2012
Michael Beasley,5750000,7872241,2012
Aaron Brooks,5750000,7872240,2012
Jarrett Jack,5580000,7639497,2012
Kyrie Irving,5530080,7571152,2012
Chuck Hayes,5486250,7511145,2012
Evan Turner,5293080,7246679,2012
Tyreke Evans,5251824,7190196,2012
Jason Thompson,5250000,7187698,2012
Zaza Pachulia,5248750,7185987,2012
Chris Andersen,5225952,7154774,2012
Anthony Davis,5144280,7042959,2012
Landry Fields,5000000,6845427,2012
Jamal Crawford,5000000,6845427,2012
Jeremy Lin,5000000,6845427,2012
Omer Asik,5000000,6845427,2012
Jason Maxiell,5000000,6845427,2012
Andre Miller,5000000,6845427,2012
Ramon Sessions,5000000,6845427,2012
Courtney Lee,5000000,6845427,2012
Jason Terry,5000000,6845427,2012
Kyle Korver,5000000,6845427,2012
Louis Williams,5000000,6845427,2012
Derrick Williams,4947840,6774015,2012
Robin Lopez,4899293,6707550,2012
Luc Mbah a Moute,4794192,6563658,2012
Daniel Gibson,4792332,6561112,2012
Derrick Favors,4753320,6507701,2012
Nikola Pekovic,4640000,6352556,2012
Michael Kidd-Gilchrist,4602720,6301517,2012
Linas Kleiza,4600000,6297793,2012
Marcus Camby,4590338,6284565,2012
Boris Diaw,4500000,6160884,2012
Luis Scola,4500000,6160884,2012
Jonas Jerebko,4500000,6160884,2012
Jose Juan Barea,4493000,6151301,2012
Enes Kanter,4443360,6083339,2012
Wesley Johnson,4285560,5867298,2012
Jared Dudley,4250000,5818613,2012
Marreese Speights,4200000,5750159,2012
Bradley Beal,4133280,5658813,2012
Dorell Wright,4106000,5621465,2012
Udonis Haslem,4060000,5558487,2012
Steve Novak,4054055,5550347,2012
OJ Mayo,4020000,5503723,2012
Tristan Thompson,4006080,5484665,2012
JJ Hickson,4000000,5476341,2012
Hakim Warrick,4000000,5476341,2012
Raymond Felton,4000000,5476341,2012
Luke Ridnour,4000000,5476341,2012
Mario Chalmers,4000000,5476341,2012
Steve Blake,4000000,5476341,2012
Ryan Gomes,4000000,5476341,2012
Ian Mahinmi,4000000,5476341,2012
Brandon Rush,4000000,5476341,2012
Carl Landry,4000000,5476341,2012
Anthony Morrow,4000000,5476341,2012
Stephen Curry,3958742,5419856,2012
Tiago Splitter,3944000,5399673,2012
Kirk Hinrich,3941000,5395565,2012
DeMarcus Cousins,3880800,5313146,2012
Mike Dunleavy,3750000,5134070,2012
Joel Anthony,3750000,5134070,2012
Ricky Rubio,3741120,5121913,2012
Dion Waiters,3726600,5102033,2012
Chris Duhon,3680000,5038234,2012
Matt Bonner,3630000,4969780,2012
Daequan Cook,3602675,4932369,2012
Thabo Sefolosha,3600000,4928707,2012
Ekpe Udoh,3524880,4825862,2012
Danny Green,3500000,4791799,2012
Shannon Brown,3500000,4791799,2012
Matt Carroll,3500000,4791799,2012
Jordan Hill,3500000,4791799,2012
Gerald Green,3500000,4791799,2012
DJ Augustin,3500000,4791799,2012
Will Bynum,3500000,4791799,2012
Alonzo Gee,3500000,4791799,2012
Johan Petro,3500000,4791799,2012
Raja Bell,3480000,4764417,2012
Jonas Valanciunas,3374640,4620170,2012
Thomas Robinson,3374640,4620170,2012
DeMar DeRozan,3344250,4578564,2012
Tony Allen,3300000,4517982,2012
Jan Vesely,3294960,4511081,2012
Corey Brewer,3243000,4439944,2012
Greg Monroe,3217680,4405278,2012
Brandon Jennings,3179493,4352997,2012
Shawne Williams,3158000,4323571,2012
Shane Battier,3135000,4292083,2012
Josh McRoberts,3135000,4292083,2012
Vince Carter,3120000,4271546,2012
Gerald Henderson,3101326,4245980,2012
Jerryd Bayless,3100000,4244165,2012
Jason Kidd,3090000,4230474,2012
Ray Allen,3090000,4230474,2012
Mirza Teletovic,3090000,4230474,2012
Damian Lillard,3065040,4196301,2012
Tyler Hansbrough,3055259,4182910,2012
Alexey Shved,3017943,4131821,2012
Bismack Biyombo,3007920,4118099,2012
Darrell Arthur,3006217,4115768,2012
Kwame Brown,3000000,4107256,2012
Lavoy Allen,3000000,4107256,2012
Chauncey Billups,3000000,4107256,2012
Carlos Delfino,3000000,4107256,2012
Kosta Koufos,3000000,4107256,2012
Austin Daye,2958444,4050362,2012
Al-Farouq Aminu,2947800,4035790,2012
Nick Collison,2929332,4010505,2012
Joel Freeland,2900000,3970347,2012
Dahntay Jones,2900000,3970347,2012
James Johnson,2812006,3849876,2012
JR Smith,2806452,3842272,2012
Harrison Barnes,2798040,3830755,2012
Timofey Mozgov,2794621,3826075,2012
Brandon Knight,2755560,3772597,2012
Gordon Hayward,2709720,3709838,2012
Quentin Richardson,2706940,3706032,2012
Jrue Holiday,2674851,3662099,2012
Greg Stiemsma,2575000,3525395,2012
Paul George,2574120,3524190,2012
Terrence Ross,2563320,3509404,2012
Ty Lawson,2544528,3483676,2012
Kemba Walker,2532960,3467838,2012
Randy Foye,2500000,3422713,2012
Jason Smith,2500000,3422713,2012
Reggie Williams,2500000,3422713,2012
Cole Aldrich,2445480,3348071,2012
Jeff Teague,2433076,3331089,2012
Jimmer Fredette,2406240,3294348,2012
Andre Drummond,2356320,3226003,2012
Eric Maynor,2338720,3201907,2012
Xavier Henry,2323200,3180659,2012
Darren Collison,2319344,3175380,2012
Omri Casspi,2277306,3117826,2012
Serge Ibaka,2253061,3084633,2012
BJ Mullens,2253061,3084633,2012
DeShawn Stevenson,2240450,3067367,2012
Austin Rivers,2238360,3064506,2012
Rodrigue Beaubois,2227332,3049407,2012
CJ Miles,2225000,3046215,2012
Klay Thompson,2222160,3042327,2012
Ed Davis,2207040,3021626,2012
Martell Webster,2200000,3011987,2012
Alec Burks,2171640,2973160,2012
Taj Gibson,2155811,2951489,2012
Meyers Leonard,2126520,2911387,2012
Patrick Patterson,2096760,2870643,2012
Dante Cunningham,2090000,2861388,2012
Wayne Ellington,2083042,2851862,2012
Toney Douglas,2067880,2831104,2012
Markieff Morris,2063040,2824478,2012
Shaun Livingston,2038446,2790806,2012
Jeremy Lamb,2020200,2765826,2012
Earl Watson,2000000,2738170,2012
Larry Sanders,1991760,2726889,2012
Marcus Morris,1959960,2683352,2012
Grant Hill,1957000,2679300,2012
Marco Belinelli,1957000,2679300,2012
Kendall Marshall,1919160,2627494,2012
Luke Babbitt,1892280,2590693,2012
Kawhi Leonard,1861920,2549127,2012
John Henson,1823280,2496226,2012
Kevin Seraphin,1797600,2461068,2012
Jeremy Evans,1795000,2457508,2012
Nikola Vucevic,1768800,2421638,2012
Moe Harkless,1731960,2371201,2012
Eric Bledsoe,1707720,2338014,2012
Iman Shumpert,1680360,2300556,2012
Renaldo Balkman,1675000,2293218,2012
Anthony Randolph,1674641,2292726,2012
Royce White,1645440,2252748,2012
Avery Bradley,1630800,2232704,2012
Reggie Evans,1622618,2221502,2012
Chris Singleton,1596360,2185553,2012
Sebastian Telfair,1567500,2146041,2012
Tyler Zeller,1563120,2140044,2012
Tobias Harris,1524480,2087143,2012
Derek Fisher,1519214,2079933,2012
John Lucas,1500000,2053628,2012
Gustavo Ayon,1500000,2053628,2012
Gary Forbes,1500000,2053628,2012
Vyacheslav Kravtsov,1500000,2053628,2012
Jordan Farmar,1500000,2053628,2012
Terrence Jones,1485000,2033091,2012
Jared Jeffries,1475106,2019546,2012
Keyon Dooling,1471491,2014596,2012
Elliot Williams,1442880,1975426,2012
Andrew Nicholson,1418160,1941582,2012
Nolan Smith,1404960,1923510,2012
Nando De Colo,1400000,1916719,2012
Jodie Meeks,1400000,1916719,2012
Trevor Booker,1385280,1896566,2012
Willie Green,1375000,1882492,2012
Louis Amundson,1365196,1869068,2012
Donatas Motiejunas,1361400,1863872,2012
Evan Fournier,1361400,1863872,2012
Jason Collins,1352181,1851251,2012
Jamaal Tinsley,1352181,1851251,2012
Jermaine O'Neal,1352181,1851251,2012
Kurt Thomas,1352181,1851251,2012
Rasheed Wallace,1352181,1851251,2012
Joel Przybilla,1352181,1851251,2012
