player,player_id,team,season,lg,replaced,full_team_name
Bob Harrison,harribo02,West,1956,NBA,FALSE,Syracuse Nationals
Mel Hutchins,hutchme01,West,1956,NBA,FALSE,New York Knicks
Clyde Lovellette,lovelcl01,West,1956,NBA,FALSE,Boston Celtics
Slater Martin,martisl01,West,1956,NBA,FALSE,St. Louis Hawks
Vern Mikkelsen,mikkeve01,West,1956,NBA,FALSE,Minneapolis Lakers
Bob Pettit,pettibo01,West,1956,NBA,FALSE,St. Louis Hawks
Maurice Stokes,stokema01,West,1956,NBA,FALSE,Cincinnati Royals
Bobby Wanzer,wanzebo01,West,1956,NBA,FALSE,Rochester Royals
George Yardley,yardlge01,West,1956,NBA,FALSE,Syracuse Nationals
Paul Arizin,arizipa01,East,1955,NBA,FALSE,Philadelphia Warriors
Carl Braun,braunca01,East,1955,NBA,FALSE,Boston Celtics
Bob Cousy,cousybo01,East,1955,NBA,FALSE,Cincinnati Royals
Harry Gallatin,gallaha01,East,1955,NBA,FALSE,Detroit Pistons
Neil Johnston,johnsne01,East,1955,NBA,FALSE,Philadelphia Warriors
Ed Macauley,macaued01,East,1955,NBA,FALSE,St. Louis Hawks
Dick McGuire,mcguidi01,East,1955,NBA,FALSE,Detroit Pistons
Dolph Schayes,schaydo01,East,1955,NBA,FALSE,Philadelphia 76ers
Paul Seymour,seymopa01,East,1955,NBA,FALSE,Syracuse Nationals
Bill Sharman,sharmbi01,East,1955,NBA,FALSE,Boston Celtics
Jack Coleman,colemja01,West,1955,NBA,TRUE,St. Louis Hawks
Larry Foust,foustla01,West,1955,NBA,FALSE,St. Louis Hawks
Slater Martin,martisl01,West,1955,NBA,FALSE,St. Louis Hawks
Vern Mikkelsen,mikkeve01,West,1955,NBA,FALSE,Minneapolis Lakers
Bob Pettit,pettibo01,West,1955,NBA,FALSE,St. Louis Hawks
Andy Phillip,phillan01,West,1955,NBA,FALSE,Boston Celtics
Jim Pollard,pollaji01,West,1955,NBA,FALSE,Minneapolis Lakers
Arnie Risen,risenar01,West,1955,NBA,TRUE,Boston Celtics
Frank Selvy,selvyfr01,West,1955,NBA,FALSE,Los Angeles Lakers
Bobby Wanzer,wanzebo01,West,1955,NBA,FALSE,Rochester Royals
George Yardley,yardlge01,West,1955,NBA,FALSE,Syracuse Nationals
Carl Braun,braunca01,East,1954,NBA,FALSE,Boston Celtics
Bob Cousy,cousybo01,East,1954,NBA,FALSE,Cincinnati Royals
Ray Felix,felixra01,East,1954,NBA,FALSE,Los Angeles Lakers
Harry Gallatin,gallaha01,East,1954,NBA,FALSE,Detroit Pistons
Neil Johnston,johnsne01,East,1954,NBA,FALSE,Philadelphia Warriors
Ed Macauley,macaued01,East,1954,NBA,FALSE,St. Louis Hawks
Dick McGuire,mcguidi01,East,1954,NBA,FALSE,Detroit Pistons
Dolph Schayes,schaydo01,East,1954,NBA,FALSE,Philadelphia 76ers
Paul Seymour,seymopa01,East,1954,NBA,FALSE,Syracuse Nationals
Bill Sharman,sharmbi01,East,1954,NBA,FALSE,Boston Celtics
Bob Davies,daviebo01,West,1954,NBA,FALSE,Rochester Royals
Larry Foust,foustla01,West,1954,NBA,FALSE,St. Louis Hawks
Mel Hutchins,hutchme01,West,1954,NBA,FALSE,New York Knicks
Slater Martin,martisl01,West,1954,NBA,FALSE,St. Louis Hawks
George Mikan,mikange01,West,1954,NBA,FALSE,Minneapolis Lakers
Jack Molinas,molinja01,West,1954,NBA,TRUE,Fort Wayne Pistons
Andy Phillip,phillan01,West,1954,NBA,TRUE,Boston Celtics
Jim Pollard,pollaji01,West,1954,NBA,FALSE,Minneapolis Lakers
Arnie Risen,risenar01,West,1954,NBA,FALSE,Boston Celtics
Don Sunderlage,sundedo01,West,1954,NBA,FALSE,Minneapolis Lakers
Bobby Wanzer,wanzebo01,West,1954,NBA,FALSE,Rochester Royals
Don Barksdale,barksdo01,East,1953,NBA,FALSE,Boston Celtics
Carl Braun,braunca01,East,1953,NBA,FALSE,Boston Celtics
Bob Cousy,cousybo01,East,1953,NBA,FALSE,Cincinnati Royals
Bill Gabor,gaborbi01,East,1953,NBA,TRUE,Syracuse Nationals
Harry Gallatin,gallaha01,East,1953,NBA,FALSE,Detroit Pistons
Neil Johnston,johnsne01,East,1953,NBA,FALSE,Philadelphia Warriors
Ed Macauley,macaued01,East,1953,NBA,FALSE,St. Louis Hawks
Dolph Schayes,schaydo01,East,1953,NBA,FALSE,Philadelphia 76ers
Fred Scolari,scolafr01,East,1953,NBA,TRUE,Boston Celtics
Paul Seymour,seymopa01,East,1953,NBA,FALSE,Syracuse Nationals
Bill Sharman,sharmbi01,East,1953,NBA,FALSE,Boston Celtics
Leo Barnhorst,barnhle01,West,1953,NBA,FALSE,
Bob Davies,daviebo01,West,1953,NBA,FALSE,Rochester Royals
Larry Foust,foustla01,West,1953,NBA,FALSE,St. Louis Hawks
Mel Hutchins,hutchme01,West,1953,NBA,FALSE,New York Knicks
Slater Martin,martisl01,West,1953,NBA,FALSE,St. Louis Hawks
George Mikan,mikange01,West,1953,NBA,FALSE,Minneapolis Lakers
Vern Mikkelsen,mikkeve01,West,1953,NBA,FALSE,Minneapolis Lakers
Andy Phillip,phillan01,West,1953,NBA,FALSE,Boston Celtics
Arnie Risen,risenar01,West,1953,NBA,FALSE,Boston Celtics
Bobby Wanzer,wanzebo01,West,1953,NBA,FALSE,Rochester Royals
Paul Arizin,arizipa01,East,1952,NBA,FALSE,Philadelphia Warriors
Bob Cousy,cousybo01,East,1952,NBA,FALSE,Cincinnati Royals
Joe Fulks,fulksjo01,East,1952,NBA,FALSE,Philadelphia Warriors
Harry Gallatin,gallaha01,East,1952,NBA,TRUE,Detroit Pistons
Ed Macauley,macaued01,East,1952,NBA,FALSE,St. Louis Hawks
Dick McGuire,mcguidi01,East,1952,NBA,FALSE,Detroit Pistons
Andy Phillip,phillan01,East,1952,NBA,FALSE,Boston Celtics
Red Rocha,rochare01,East,1952,NBA,FALSE,Fort Wayne Pistons
Dolph Schayes,schaydo01,East,1952,NBA,TRUE,Philadelphia 76ers
Fred Scolari,scolafr01,East,1952,NBA,FALSE,Boston Celtics
Max Zaslofsky,zasloma01,East,1952,NBA,FALSE,Fort Wayne Pistons
Leo Barnhorst,barnhle01,West,1952,NBA,FALSE,
Frankie Brian,brianfr01,West,1952,NBA,FALSE,Fort Wayne Pistons
Bob Davies,daviebo01,West,1952,NBA,FALSE,Rochester Royals
Dike Eddleman,eddledi01,West,1952,NBA,FALSE,Fort Wayne Pistons
Larry Foust,foustla01,West,1952,NBA,TRUE,St. Louis Hawks
George Mikan,mikange01,West,1952,NBA,FALSE,Minneapolis Lakers
Vern Mikkelsen,mikkeve01,West,1952,NBA,FALSE,Minneapolis Lakers
Jim Pollard,pollaji01,West,1952,NBA,FALSE,Minneapolis Lakers
Arnie Risen,risenar01,West,1952,NBA,TRUE,Boston Celtics
Paul Walther,walthpa01,West,1952,NBA,FALSE,Fort Wayne Pistons
Bobby Wanzer,wanzebo01,West,1952,NBA,FALSE,Rochester Royals
Paul Arizin,arizipa01,East,1951,NBA,FALSE,Philadelphia Warriors
Vince Boryla,borylvi01,East,1951,NBA,FALSE,New York Knicks
Bob Cousy,cousybo01,East,1951,NBA,FALSE,Cincinnati Royals
Joe Fulks,fulksjo01,East,1951,NBA,FALSE,Philadelphia Warriors
Harry Gallatin,gallaha01,East,1951,NBA,FALSE,Detroit Pistons
Ed Macauley,macaued01,East,1951,NBA,FALSE,St. Louis Hawks
Dick McGuire,mcguidi01,East,1951,NBA,FALSE,Detroit Pistons
Andy Phillip,phillan01,East,1951,NBA,FALSE,Boston Celtics
Red Rocha,rochare01,East,1951,NBA,FALSE,Fort Wayne Pistons
Dolph Schayes,schaydo01,East,1951,NBA,FALSE,Philadelphia 76ers
Ralph Beard,beardra01,West,1951,NBA,FALSE,Indianapolis Olympians
Frankie Brian,brianfr01,West,1951,NBA,FALSE,Fort Wayne Pistons
Bob Davies,daviebo01,West,1951,NBA,FALSE,Rochester Royals
Dike Eddleman,eddledi01,West,1951,NBA,FALSE,Fort Wayne Pistons
Larry Foust,foustla01,West,1951,NBA,FALSE,St. Louis Hawks
Alex Groza,grozaal01,West,1951,NBA,FALSE,Indianapolis Olympians
George Mikan,mikange01,West,1951,NBA,FALSE,Minneapolis Lakers
Vern Mikkelsen,mikkeve01,West,1951,NBA,FALSE,Minneapolis Lakers
Jim Pollard,pollaji01,West,1951,NBA,FALSE,Minneapolis Lakers
Fred Schaus,schaufr01,West,1951,NBA,FALSE,
